"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"341","bmg2023xwnn","2023-12-06T15:08:58.524882Z","-5.643624783","102.2379761","4.551677002","mb","10","88","210.3332291","Southern Sumatra, Indonesia","BMKG"
"342","bmg2023xwni","2023-12-06T15:03:20.56757Z","-9.309123039","122.0136261","2.522950705","MLv","29","24","152.8552628","Savu Sea","BMKG"
"343","bmg2023xwnd","2023-12-06T14:57:34.730759Z","2.558505058","128.2160645","3.266900744","MLv","21","8","217.4794769","Halmahera, Indonesia","BMKG"
"344","bmg2023xwmz","2023-12-06T14:52:40.07338Z","8.292165756","126.973587","4.861142204","mb","47","212","101.8092804","Mindanao, Philippines","BMKG"
"345","bmg2023xwmn","2023-12-06T14:38:58.013829Z","3.42610383","125.3697662","3.343436774","MLv","10","15","160.5403967","Talaud Islands, Indonesia","BMKG"
"346","bmg2023xwme","2023-12-06T14:27:28.948003Z","-5.236178398","102.5057449","3.099306595","MLv","10","24","241.2519455","Southern Sumatra, Indonesia","BMKG"
"347","bmg2023xwlx","2023-12-06T14:20:05.524847Z","-6.743369102","106.5484314","3.042616037","MLv","10","40","68.61695862","Java, Indonesia","BMKG"
"348","bmg2023xwjz","2023-12-06T13:21:00.262244Z","-2.921746254","102.8998795","4.168110723","MLv","225","63","159.0740967","Southern Sumatra, Indonesia","BMKG"
"349","bmg2023xwjy","2023-12-06T13:20:01.664092Z","-6.741772175","106.5463715","2.99553586","MLv","10","38","68.31370544","Java, Indonesia","BMKG"
"350","bmg2023xwjx","2023-12-06T13:19:32.832725Z","8.32531929","127.4295425","4.785322247","mb","34","30","282.2999268","Philippine Islands Region","BMKG"
"351","bmg2023xwji","2023-12-06T13:01:27.89754Z","3.236011267","127.0572128","4.25308823","MLv","10","40","141.8654633","Talaud Islands, Indonesia","BMKG"
"352","bmg2023xwgs","2023-12-06T11:42:39.726494Z","9.275933266","126.7805634","4.863370121","mb","30","35","298.2304993","Mindanao, Philippines","BMKG"
"353","bmg2023xwgj","2023-12-06T11:32:13.69294Z","-8.020821571","107.354332","3.470628908","MLv","26","55","212.3101425","Java, Indonesia","BMKG"
"354","bmg2023xwgf","2023-12-06T11:27:51.761318Z","0.2988975346","121.7672501","2.21275377","MLv","185","16","92.15213013","Minahassa Peninsula, Sulawesi","BMKG"
"355","bmg2023xwer","2023-12-06T10:41:24.238411Z","8.598999023","126.8430634","5.117050527","mb","51","154","195.4441833","Mindanao, Philippines","BMKG"
"356","bmg2023xwds","2023-12-06T10:11:04.116359Z","3.15042758","125.1262207","3.723732457","MLv","18","24","127.5279446","Talaud Islands, Indonesia","BMKG"
"357","bmg2023xwam","2023-12-06T08:33:08.901299Z","8.611579895","126.7127457","4.866054454","mb","55","85","231.301651","Mindanao, Philippines","BMKG"
"358","bmg2023xwag","2023-12-06T08:27:08.962821Z","-0.005468659103","122.3779068","2.67750154","MLv","156","18","59.96704102","Minahassa Peninsula, Sulawesi","BMKG"
"359","bmg2023xvzs","2023-12-06T08:10:15.126469Z","-6.738484859","106.5791855","2.591749428","MLv","10","25","65.95542526","Java, Indonesia","BMKG"
"360","bmg2023xvzj","2023-12-06T07:59:44.048325Z","-1.807851315","100.430336","3.283213664","MLv","29","28","72.68487549","Southern Sumatra, Indonesia","BMKG"
"361","bmg2023xvve","2023-12-06T05:51:24.831302Z","-0.560544908","98.60953522","3.386731154","M","15","24","124.098114","Southern Sumatra, Indonesia","BMKG"
"362","bmg2023xvun","2023-12-06T05:32:41.615863Z","-2.700316668","129.5655823","2.807350519","MLv","10","12","166.7051048","Seram, Indonesia","BMKG"
"363","bmg2023xvuk","2023-12-06T05:29:04.015261Z","1.784040093","127.6839142","2.735170589","MLv","125","9","164.3206177","Halmahera, Indonesia","BMKG"
"364","bmg2023xvuf","2023-12-06T05:23:36.302886Z","-10.05243492","124.2887344","2.666927656","MLv","10","13","92.23933411","Timor Region","BMKG"
"365","bmg2023xvrm","2023-12-06T04:00:23.774882Z","8.965118408","126.60746","4.623014832","mb","45","25","253.3756866","Mindanao, Philippines","BMKG"
"366","bmg2023xvnj","2023-12-06T01:55:57.850501Z","8.826493263","126.8538284","5.115818114","Mw(mB)","37","137","198.60289","Mindanao, Philippines","BMKG"
"367","bmg2023xvlr","2023-12-06T01:04:14.358363Z","-0.05380804092","100.375061","3.210417552","MLv","150","33","55.49391937","Southern Sumatra, Indonesia","BMKG"
"368","bmg2023xviw","2023-12-05T23:39:48.675658Z","9.049339294","127.0420532","4.789928385","mb","10","64","221.4222565","Philippine Islands Region","BMKG"
"369","bmg2023xvis","2023-12-05T23:34:29.809681Z","8.312112808","126.7098007","4.841943515","mb","44","82","237.4304962","Mindanao, Philippines","BMKG"
"370","bmg2023xvin","2023-12-05T23:29:26.660137Z","7.494876862","127.130722","4.694027613","mb","53","52","227.6445618","Philippine Islands Region","BMKG"
"371","bmg2023xvgj","2023-12-05T22:23:29.718722Z","9.074083328","126.7927246","4.457807986","mb","24","29","275.2947388","Mindanao, Philippines","BMKG"
"372","bmg2023xvfi","2023-12-05T21:52:07.773191Z","8.725399017","126.7996521","4.806595006","mb","10","67","198.0094299","Mindanao, Philippines","BMKG"
"373","bmg2023xvbd","2023-12-05T19:45:04.471891Z","7.427150726","126.6907349","4.585760333","mb","10","22","163.1722107","Mindanao, Philippines","BMKG"
"374","bmg2023xuzx","2023-12-05T19:07:21.413692Z","-4.629308224","123.5855484","2.966983202","MLv","14","16","186.6140289","Banda Sea","BMKG"
"375","bmg2023xuyv","2023-12-05T18:35:11.686534Z","8.759212494","126.89431","4.476071577","mb","53","28","155.3003998","Mindanao, Philippines","BMKG"
"376","bmg2023xuxy","2023-12-05T18:10:23.266859Z","6.53102684","126.692955","4.23681948","mb","118","21","209.1134796","Mindanao, Philippines","BMKG"
"377","bmg2023xuwu","2023-12-05T17:33:20.847211Z","9.07185936","126.9810333","4.86004603","mb","34","124","206.7218018","Mindanao, Philippines","BMKG"
"378","bmg2023xusn","2023-12-05T15:24:17.274078Z","2.737345934","128.1538696","3.153539867","MLv","13","7","257.1585999","Halmahera, Indonesia","BMKG"
"379","bmg2023xurg","2023-12-05T14:45:05.1055Z","9.569556236","94.0936203","5.004053368","mb","10","92","127.8362732","Nicobar Islands, India Region","BMKG"
"380","bmg2023xuoz","2023-12-05T13:36:31.609688Z","9.750803947","127.1778641","5.540904577","mb","10","270","156.619278","Philippine Islands Region","BMKG"
"381","bmg2023xuov","2023-12-05T13:32:30.829462Z","8.448755264","126.840004","4.516894297","mb","32","42","255.126297","Mindanao, Philippines","BMKG"
"382","bmg2023xuod","2023-12-05T13:10:35.287253Z","2.65559268","128.235199","4.094269863","MLv","18","25","184.3003845","Halmahera, Indonesia","BMKG"
"383","bmg2023xune","2023-12-05T12:42:33.225052Z","8.642115593","126.8022308","5.269548465","mb","25","218","195.5110168","Mindanao, Philippines","BMKG"
"384","bmg2023xumz","2023-12-05T12:36:39.96319Z","2.621651173","128.2301178","5.412659748","Mw(mB)","41","373","130.6341629","Halmahera, Indonesia","BMKG"
"385","bmg2023xumx","2023-12-05T12:34:07.554675Z","8.214127541","126.4604721","4.77396492","mb","34","36","260.2071686","Mindanao, Philippines","BMKG"
"386","bmg2023xukx","2023-12-05T11:32:58.543611Z","8.652673721","126.8068085","4.885652949","mb","46","123","105.8418484","Mindanao, Philippines","BMKG"
"387","bmg2023xujv","2023-12-05T11:00:39.139572Z","7.90416193","126.5355911","4.635498688","mb","23","52","243.6828613","Mindanao, Philippines","BMKG"
"388","bmg2023xujk","2023-12-05T10:48:10.768447Z","8.676362991","126.8437271","4.630900559","mb","21","43","221.3207855","Mindanao, Philippines","BMKG"
"389","bmg2023xuji","2023-12-05T10:45:53.442081Z","8.950201988","126.8835907","4.578009664","mb","43","38","212.975174","Mindanao, Philippines","BMKG"
"390","bmg2023xuii","2023-12-05T10:14:39.302515Z","-9.288991928","120.5944519","2.652445796","MLv","10","25","110.05616","Sumba Region, Indonesia","BMKG"
"391","bmg2023xuhv","2023-12-05T09:59:27.319815Z","9.721008301","126.9900894","4.668730716","mb","25","31","235.7256317","Mindanao, Philippines","BMKG"
"392","bmg2023xuhp","2023-12-05T09:52:33.584073Z","9.578347206","126.95224","4.889457593","mb","14","101","211.1426849","Mindanao, Philippines","BMKG"
"393","bmg2023xuhg","2023-12-05T09:42:50.303272Z","9.599098206","126.9147568","5.430459678","mb","20","185","198.7638855","Mindanao, Philippines","BMKG"
"394","bmg2023xuhc","2023-12-05T09:37:48.325402Z","9.615004539","126.8642807","4.569273348","mb","21","26","248.0940552","Mindanao, Philippines","BMKG"
"395","bmg2023xugi","2023-12-05T09:14:13.310579Z","-7.214728832","107.7192307","3.604202302","MLv","10","51","67.51734924","Java, Indonesia","BMKG"
"396","bmg2023xuge","2023-12-05T09:10:07.164773Z","9.234869003","126.8454514","5.539178203","Mw(mB)","41","199","105.1933498","Mindanao, Philippines","BMKG"
"397","bmg2023xucu","2023-12-05T07:27:29.807025Z","8.705272675","127.3120804","4.737981306","mb","39","55","174.346756","Philippine Islands Region","BMKG"
"398","bmg2023xtzi","2023-12-05T05:42:46.63133Z","7.8561306","127.135788","5.001738477","mb","10","41","243.8630524","Philippine Islands Region","BMKG"
"399","bmg2023xtyv","2023-12-05T05:27:15.507192Z","8.455012321","127.0773926","4.973936039","Mw(mB)","43","117","99.83156967","Philippine Islands Region","BMKG"
"400","bmg2023xtyk","2023-12-05T05:13:55.881055Z","-3.049284935","130.6609039","3.456474935","MLv","10","22","121.8304443","Seram, Indonesia","BMKG"
"401","bmg2023xtyi","2023-12-05T05:12:19.918793Z","-2.123704672","100.1077652","3.537235581","M","10","34","100.695343","Southern Sumatra, Indonesia","BMKG"
"402","bmg2023xtxx","2023-12-05T04:58:52.437139Z","7.83833456","127.2106781","4.672556975","mb","10","20","258.5872955","Philippine Islands Region","BMKG"
"403","bmg2023xtww","2023-12-05T04:27:42.60996Z","8.220849037","126.793251","4.820899983","mb","50","41","244.8572845","Mindanao, Philippines","BMKG"
"404","bmg2023xtvh","2023-12-05T03:39:52.672696Z","9.008231163","126.9963989","4.891274001","mb","18","47","229.497757","Mindanao, Philippines","BMKG"
"405","bmg2023xttl","2023-12-05T02:44:22.699599Z","8.494743347","127.1753387","5.007709175","M","50","68","100.3125553","Philippine Islands Region","BMKG"
"406","bmg2023xtpz","2023-12-05T00:58:35.874687Z","8.689911842","126.8613815","5.02965019","mb","51","129","108.2251244","Mindanao, Philippines","BMKG"
"407","bmg2023xtpl","2023-12-05T00:43:05.445303Z","-8.489756584","120.9929428","3.605434149","M","167","53","70.43707275","Flores Region, Indonesia","BMKG"
"408","bmg2023xtpe","2023-12-05T00:34:33.091674Z","8.851540565","126.7151642","5.296177736","mb","58","191","106.9502583","Mindanao, Philippines","BMKG"
"409","bmg2023xtny","2023-12-04T23:57:08.85112Z","9.085515022","126.9306717","4.801426378","mb","25","68","239.9445648","Mindanao, Philippines","BMKG"
"410","bmg2023xtmg","2023-12-04T23:05:35.258277Z","7.686805248","126.931221","4.752250928","mb","10","46","249.8096466","Mindanao, Philippines","BMKG"
"411","bmg2023xtle","2023-12-04T22:32:53.963566Z","2.461227179","128.2494202","3.760357594","MLv","136","35","162.0387268","Halmahera, Indonesia","BMKG"
"412","bmg2023xtkz","2023-12-04T22:26:59.458359Z","3.52617979","126.947113","3.618798741","MLv","13","23","145.0464478","Talaud Islands, Indonesia","BMKG"
"413","bmg2023xtkl","2023-12-04T22:10:43.945452Z","0.2842877805","122.1460876","2.749959325","MLv","173","37","56.6796608","Minahassa Peninsula, Sulawesi","BMKG"
"414","bmg2023xtjz","2023-12-04T21:57:10.353875Z","1.001440883","99.48990631","3.819652148","MLv","10","63","37.86509323","Northern Sumatra, Indonesia","BMKG"
"415","bmg2023xtit","2023-12-04T21:20:10.744517Z","8.389232635","127.5106201","4.873175134","mb","45","97","187.0355682","Philippine Islands Region","BMKG"
"416","bmg2023xtga","2023-12-04T19:57:33.247247Z","8.553862572","126.9067841","4.601435822","mb","10","36","209.1549683","Mindanao, Philippines","BMKG"
"417","bmg2023xtfr","2023-12-04T19:45:53.757698Z","0.5032827258","121.8836823","4.333926485","MLv","118","131","74.9810257","Minahassa Peninsula, Sulawesi","BMKG"
"418","bmg2023xtew","2023-12-04T19:22:19.576322Z","-4.374557018","121.6694336","2.669074253","MLv","10","31","97.56698608","Sulawesi, Indonesia","BMKG"
"419","bmg2023xteq","2023-12-04T19:14:40.619404Z","-6.284949303","131.2741394","4.5750937","MLv","89","75","71.00978851","Tanimbar Islands Region, Indonesia","BMKG"
"420","bmg2023xtee","2023-12-04T19:00:51.605621Z","3.55517292","126.9267654","3.767999859","MLv","19","46","141.2341156","Talaud Islands, Indonesia","BMKG"
"421","bmg2023xtcw","2023-12-04T18:21:35.674379Z","3.579141617","126.9726715","4.892550088","mb","66","180","128.5091324","Talaud Islands, Indonesia","BMKG"
"422","bmg2023xtbg","2023-12-04T17:32:43.098619Z","-10.53769112","120.5133057","3.60664647","MLv","23","43","197.1025467","Sumba Region, Indonesia","BMKG"
"423","bmg2023xtak","2023-12-04T17:07:05.436241Z","8.075143814","126.6995316","4.543612665","mb","91","35","284.5752869","Mindanao, Philippines","BMKG"
"424","bmg2023xsyz","2023-12-04T16:23:47.953637Z","8.450677872","126.9618988","4.863484307","mb","32","65","235.0593872","Mindanao, Philippines","BMKG"
"425","bmg2023xsyb","2023-12-04T15:55:04.686715Z","-8.759721756","117.9663925","2.780425353","M","12","34","69.91129684","Sumbawa Region, Indonesia","BMKG"
"426","bmg2023xsxs","2023-12-04T15:44:57.821726Z","8.658111572","126.2234955","4.424537585","mb","102","25","314.3171997","Mindanao, Philippines","BMKG"
"427","bmg2023xsxm","2023-12-04T15:38:31.317394Z","8.764801979","126.725853","4.598819973","mb","57","25","169.0798512","Mindanao, Philippines","BMKG"
"428","bmg2023xsxe","2023-12-04T15:28:47.352525Z","1.432979107","97.79439545","2.707411068","MLv","13","27","68.64824677","Northern Sumatra, Indonesia","BMKG"
"429","bmg2023xsxa","2023-12-04T15:24:05.121934Z","-10.55296516","120.4920959","3.862998913","MLv","15","55","193.8880768","Sumba Region, Indonesia","BMKG"
"430","bmg2023xswz","2023-12-04T15:22:54.749441Z","-7.650916576","113.7705383","2.646473889","MLv","16","26","93.5077076","Java, Indonesia","BMKG"
"431","bmg2023xswq","2023-12-04T15:12:23.648479Z","-0.2457481325","123.0128174","3.083841199","MLv","30","34","90.3945694","Minahassa Peninsula, Sulawesi","BMKG"
"432","bmg2023xssh","2023-12-04T13:00:57.640656Z","8.16580677","126.3912506","4.662081911","mb","69","24","251.2840118","Mindanao, Philippines","BMKG"
"433","bmg2023xssb","2023-12-04T12:53:29.588255Z","-9.523515701","118.7460098","3.16442587","MLv","37","47","172.6310806","Sumbawa Region, Indonesia","BMKG"
"434","bmg2023xsos","2023-12-04T11:12:52.703653Z","5.256027699","96.21995544","4.476423831","MLv","10","41","144.230545","Northern Sumatra, Indonesia","BMKG"
"435","bmg2023xsnc","2023-12-04T10:23:00.939521Z","9.363485336","126.9142075","4.699106946","mb","44","25","238.1042633","Mindanao, Philippines","BMKG"
"436","bmg2023xslt","2023-12-04T09:42:20.401657Z","-8.180793762","119.9346085","3.832786983","MLv","172","56","83.79476929","Flores Region, Indonesia","BMKG"
"437","bmg2023xsli","2023-12-04T09:29:44.117188Z","8.691360474","126.9434204","4.885537637","mb","53","59","236.916687","Mindanao, Philippines","BMKG"
"438","bmg2023xsfw","2023-12-04T06:43:47.411353Z","8.96661377","126.7540741","4.727539109","mb","56","41","248.8500977","Mindanao, Philippines","BMKG"
"439","bmg2023xser","2023-12-04T06:08:35.645791Z","8.089398384","126.9280701","5.059942835","Mw(mB)","62","59","227.2421265","Mindanao, Philippines","BMKG"
"440","bmg2023xsdx","2023-12-04T05:45:12.443518Z","8.181280136","126.9230881","4.532126517","mb","49","19","269.8416595","Mindanao, Philippines","BMKG"
"441","bmg2023xscy","2023-12-04T05:15:43.916257Z","8.310004234","127.0042114","5.753189966","M","51","117","98.0165062","Philippine Islands Region","BMKG"
"442","bmg2023xscs","2023-12-04T05:08:41.322626Z","8.820771217","126.8393097","5.611689293","mb","63","258","61.17332458","Mindanao, Philippines","BMKG"
"443","bmg2023xsck","2023-12-04T04:59:03.461051Z","9.039363861","126.8553619","5.314158846","mb","55","157","113.3513317","Mindanao, Philippines","BMKG"
"444","bmg2023xsby","2023-12-04T04:45:40.276134Z","-8.403581619","119.5331116","3.970724152","MLv","170","77","61.11842678","Flores Region, Indonesia","BMKG"
"445","bmg2023xsbx","2023-12-04T04:43:50.95292Z","8.309083939","127.1967316","5.216425991","mb","66","131","99.75610924","Philippine Islands Region","BMKG"
"446","bmg2023xsba","2023-12-04T04:17:28.862589Z","8.584579468","126.8032455","5.426795666","mb","96","24","254.1155853","Mindanao, Philippines","BMKG"
"447","bmg2023xrzu","2023-12-04T03:39:23.299569Z","7.7592659","127.1780014","4.615984768","mb","10","26","238.3152466","Philippine Islands Region","BMKG"
"448","bmg2023xryu","2023-12-04T03:09:07.750648Z","7.323205471","126.4376297","4.694830897","mb","10","29","256.467865","Mindanao, Philippines","BMKG"
"449","bmg2023xrxt","2023-12-04T02:38:19.569963Z","8.694114685","126.9549255","5.292712845","mb","47","171","100.3440304","Mindanao, Philippines","BMKG"
"450","bmg2023xrww","2023-12-04T02:11:05.833367Z","8.46513176","126.9456177","5.0953115","mb","61","140","107.8548107","Mindanao, Philippines","BMKG"
"451","bmg2023xrvp","2023-12-04T01:32:28.591114Z","7.746487141","126.9435196","4.938904168","M","10","26","240.9255066","Mindanao, Philippines","BMKG"
"452","bmg2023xrus","2023-12-04T01:07:51.930694Z","8.510452271","126.9445114","5.405274404","mb","63","218","97.65831184","Mindanao, Philippines","BMKG"
"453","bmg2023xruc","2023-12-04T00:47:13.449727Z","-9.101195335","120.7200394","3.76724194","MLv","10","42","53.14537811","Sumba Region, Indonesia","BMKG"
"454","bmg2023xrtz","2023-12-04T00:44:26.755396Z","9.073745728","126.882576","4.733524478","mb","58","29","200.5541534","Mindanao, Philippines","BMKG"
"455","bmg2023xrtv","2023-12-04T00:39:04.479747Z","8.088275909","127.0643463","4.882707429","mb","56","66","107.1522827","Philippine Islands Region","BMKG"
"457","bmg2023xrrk","2023-12-03T23:25:10.256103Z","8.590825081","126.9990921","5.122941883","Mw(mB)","34","177","116.1658878","Mindanao, Philippines","BMKG"
"458","bmg2023xrrc","2023-12-03T23:16:17.09823Z","8.105563164","127.3665314","4.87914626","M","10","19","254.4455872","Philippine Islands Region","BMKG"
"459","bmg2023xrpz","2023-12-03T22:42:17.929529Z","8.782507896","127.0775452","5.247337102","Mw(mB)","26","149","116.3328152","Philippine Islands Region","BMKG"
"460","bmg2023xrpw","2023-12-03T22:38:45.566311Z","8.90296936","127.2865829","4.617229803","mb","10","21","246.1049957","Philippine Islands Region","BMKG"
"461","bmg2023xrpg","2023-12-03T22:20:28.438873Z","8.760912895","127.1566391","4.796938026","mb","28","69","152.3171997","Philippine Islands Region","BMKG"
"462","bmg2023xroz","2023-12-03T22:12:34.109705Z","8.844516754","127.1219101","4.702675286","mb","25","21","259.8237915","Philippine Islands Region","BMKG"
"463","bmg2023xroa","2023-12-03T21:43:39.809142Z","8.765429497","127.0924683","5.422715403","Mw(mB)","30","194","88.8524704","Philippine Islands Region","BMKG"
"464","bmg2023xrmw","2023-12-03T21:08:21.886154Z","7.867212296","126.9780426","4.703673376","mb","40","40","235.4512482","Mindanao, Philippines","BMKG"
"465","bmg2023xrlq","2023-12-03T20:30:20.07964Z","9.014410973","126.7751846","5.737196304","M","48","234","98.55776596","Mindanao, Philippines","BMKG"
"466","bmg2023xrln","2023-12-03T20:27:50.678026Z","8.866139412","126.911293","5.274186023","M","24","24","241.5374146","Mindanao, Philippines","BMKG"
"467","bmg2023xrlg","2023-12-03T20:18:49.182117Z","9.109945297","126.717247","5.080864946","mb","28","124","108.9207382","Mindanao, Philippines","BMKG"
"468","bmg2023xrky","2023-12-03T20:10:17.440925Z","8.964643478","126.8857117","4.964789909","mb","40","56","130.4989544","Mindanao, Philippines","BMKG"
"469","bmg2023xrkg","2023-12-03T19:49:40.592644Z","8.944839478","126.8050079","6.867884745","Mw(mB)","54","286","92.77725601","Mindanao, Philippines","BMKG"
"470","bmg2023xrjr","2023-12-03T19:31:52.645856Z","0.6426246762","121.4369888","2.454530852","MLv","48","17","84.4723053","Minahassa Peninsula, Sulawesi","BMKG"
"471","bmg2023xrjd","2023-12-03T19:14:54.190425Z","8.845474243","126.8179398","4.730399315","mb","30","42","249.3597717","Mindanao, Philippines","BMKG"
"472","bmg2023xrip","2023-12-03T18:59:20.318693Z","9.037293434","126.7608032","4.858950257","mb","37","103","108.8487701","Mindanao, Philippines","BMKG"
"473","bmg2023xrig","2023-12-03T18:48:03.850041Z","7.478851795","126.7835999","4.524002493","MLv","10","19","244.0295715","Mindanao, Philippines","BMKG"
"474","bmg2023xrhq","2023-12-03T18:29:43.011579Z","8.616208076","126.9936447","4.887558783","mb","27","132","108.3651543","Mindanao, Philippines","BMKG"
"475","bmg2023xrha","2023-12-03T18:11:18.755435Z","9.116597176","126.9047928","4.886972851","Mw(mB)","38","157","197.6937103","Mindanao, Philippines","BMKG"
"476","bmg2023xrgx","2023-12-03T18:07:56.159492Z","8.740292549","126.8562775","4.945786785","mb","27","134","151.2504272","Mindanao, Philippines","BMKG"
"477","bmg2023xrgi","2023-12-03T17:50:06.300091Z","9.190774918","126.8924332","4.818541551","mb","24","77","116.8402665","Mindanao, Philippines","BMKG"
"478","bmg2023xrfx","2023-12-03T17:38:07.423051Z","8.732785225","126.8468704","4.577865884","mb","30","36","283.0153198","Mindanao, Philippines","BMKG"
"479","bmg2023xrez","2023-12-03T17:09:18.391942Z","8.232638359","126.7812729","4.706968627","mb","50","44","239.7541656","Mindanao, Philippines","BMKG"
"480","bmg2023xret","2023-12-03T17:01:50.69956Z","8.567666054","126.9399948","4.735945525","Mw(mB)","46","201","109.7466049","Mindanao, Philippines","BMKG"
"481","bmg2023xreo","2023-12-03T16:56:43.598268Z","-2.571109772","129.3872986","2.97847463","MLv","10","29","73.04902077","Seram, Indonesia","BMKG"
"482","bmg2023xrep","2023-12-03T16:56:08.583311Z","-9.431739807","119.5388718","2.478089765","MLv","48","30","82.47595215","Sumba Region, Indonesia","BMKG"
"483","bmg2023xrcz","2023-12-03T16:08:05.166032Z","1.890922904","125.9390182","3.104369783","MLv","25","19","88.56797791","Northern Molucca Sea","BMKG"
"484","bmg2023xrcd","2023-12-03T15:43:01.567137Z","7.7312994","126.682251","4.893643059","mb","10","52","261.5204468","Mindanao, Philippines","BMKG"
"485","bmg2023xrca","2023-12-03T15:39:24.449008Z","9.675898552","126.830986","4.894087849","mb","10","59","245.57341","Mindanao, Philippines","BMKG"
"486","bmg2023xrbp","2023-12-03T15:26:42.831708Z","7.768299103","127.0308151","5.026309184","Mw(mB)","34","99","202.7962494","Philippine Islands Region","BMKG"
"487","bmg2023xrba","2023-12-03T15:09:20.068524Z","2.505390167","126.0721512","3.865820644","MLv","34","38","76.06707382","Northern Molucca Sea","BMKG"
"488","bmg2023xran","2023-12-03T14:54:08.70552Z","8.406841278","127.0157547","5.032432215","mb","37","176","58.95409393","Philippine Islands Region","BMKG"
"489","bmg2023xral","2023-12-03T14:51:10.424495Z","7.587561607","126.7357788","4.739573725","mb","24","57","245.275528","Mindanao, Philippines","BMKG"
"490","bmg2023xqzy","2023-12-03T14:36:04.484127Z","8.471785545","127.0475693","5.921478689","Mw(mB)","48","263","133.8888855","Philippine Islands Region","BMKG"
"491","bmg2023xqyv","2023-12-03T14:02:09.307174Z","8.772501945","126.9116516","4.70795847","mb","10","47","259.8500671","Mindanao, Philippines","BMKG"
"492","bmg2023xqya","2023-12-03T13:38:31.096494Z","0.5745078325","98.50723267","3.830846721","MLv","10","46","70.01248169","Northern Sumatra, Indonesia","BMKG"
"493","bmg2023xqxn","2023-12-03T13:23:00.288937Z","7.786747456","126.6107101","4.776614088","mb","10","56","237.6229553","Mindanao, Philippines","BMKG"
"494","bmg2023xqwg","2023-12-03T12:44:48.638954Z","8.478125572","126.8866196","5.477127945","Mw(mB)","42","143","107.7424927","Mindanao, Philippines","BMKG"
"495","bmg2023xqwc","2023-12-03T12:39:34.561609Z","8.792126656","127.0897369","5.397874086","Mw(mB)","10","183","100.3551445","Philippine Islands Region","BMKG"
"496","bmg2023xqvs","2023-12-03T12:28:34.562362Z","8.572742462","127.0036392","5.000113648","M","45","82","118.7275095","Philippine Islands Region","BMKG"
"497","bmg2023xqvg","2023-12-03T12:13:48.054514Z","8.273488045","127.1232071","4.789491025","M","13","34","219.2905579","Philippine Islands Region","BMKG"
"498","bmg2023xquo","2023-12-03T11:53:47.93064Z","8.243255615","126.9364624","4.891226509","mb","57","67","238.1725769","Mindanao, Philippines","BMKG"
"499","bmg2023xqtv","2023-12-03T11:31:11.213185Z","8.479101181","127.0284805","4.947823278","mb","54","136","108.097784","Philippine Islands Region","BMKG"
"500","bmg2023xqtl","2023-12-03T11:19:48.132711Z","8.424405098","126.968895","4.603661029","mb","59","32","238.4414215","Mindanao, Philippines","BMKG"
"501","bmg2023xqst","2023-12-03T10:58:39.080103Z","8.896828651","126.9849014","5.364355415","mb","29","47","97.5801239","Mindanao, Philippines","BMKG"
"502","bmg2023xqso","2023-12-03T10:53:07.01181Z","8.258453369","127.1617584","5.481186248","mb","45","177","93.40997314","Philippine Islands Region","BMKG"
"503","bmg2023xqsa","2023-12-03T10:35:56.95632Z","8.492004395","126.930687","6.645231644","Mw(mB)","36","295","38.73714828","Mindanao, Philippines","BMKG"
"504","bmg2023xqrk","2023-12-03T10:17:30.075742Z","8.031039238","126.9570923","4.829530403","mb","10","68","228.9982147","Mindanao, Philippines","BMKG"
"505","bmg2023xqqv","2023-12-03T10:00:16.138423Z","7.756591797","126.574234","5.065169909","mb","56","28","249.0156097","Mindanao, Philippines","BMKG"
"506","bmg2023xqqr","2023-12-03T09:55:41.929147Z","8.539786339","127.1008377","4.81022953","mb","14","49","257.5217896","Philippine Islands Region","BMKG"
"507","bmg2023xqql","2023-12-03T09:48:52.351564Z","8.206058502","126.7435608","5.104799449","mb","47","75","224.5140076","Mindanao, Philippines","BMKG"
"508","bmg2023xqqj","2023-12-03T09:45:35.298817Z","8.84188652","126.9258423","5.102612015","mb","31","99","130.3077466","Mindanao, Philippines","BMKG"
"509","bmg2023xqqb","2023-12-03T09:37:13.621229Z","8.309785843","127.1320953","4.899223888","M","13","42","231.6076813","Philippine Islands Region","BMKG"
"510","bmg2023xqpn","2023-12-03T09:20:03.594744Z","8.113503456","126.7904129","4.782321458","mb","53","75","235.3254089","Mindanao, Philippines","BMKG"
"511","bmg2023xqoz","2023-12-03T09:03:38.388284Z","8.481110573","126.9927826","4.790512284","Mw(mB)","28","111","99.85792923","Mindanao, Philippines","BMKG"
"512","bmg2023xqou","2023-12-03T08:58:00.348748Z","8.203413963","126.9551926","4.782782359","mb","27","51","238.1024323","Mindanao, Philippines","BMKG"
"513","bmg2023xqog","2023-12-03T08:41:56.508433Z","8.433616638","127.0611343","4.702955374","mb","49","28","239.9091187","Philippine Islands Region","BMKG"
"514","bmg2023xqob","2023-12-03T08:36:26.302462Z","8.051786423","127.0592804","4.811353985","mb","52","74","107.0410862","Philippine Islands Region","BMKG"
"515","bmg2023xqnx","2023-12-03T08:31:23.251852Z","7.921654224","127.0269852","4.717175147","mb","36","39","244.0895844","Philippine Islands Region","BMKG"
