"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"168","bmg2023ygxz","2023-12-12T07:47:01.428718Z","-2.051043987","122.464592","3.68701695","MLv","10","39","90.25112915","Sulawesi, Indonesia","BMKG"
"169","bmg2023ygve","2023-12-12T06:22:14.304265Z","10.01334953","126.6368561","4.751166129","mb","38","180","114.5581913","Philippine Islands Region","BMKG"
"170","bmg2023ygti","2023-12-12T05:25:56.157037Z","-1.905441642","122.51371","3.960961278","MLv","10","26","71.67507935","Sulawesi, Indonesia","BMKG"
"171","bmg2023ygso","2023-12-12T05:02:49.076113Z","-2.67726779","129.6401062","4.150780292","MLv","20","71","46.43165588","Seram, Indonesia","BMKG"
"172","bmg2023ygow","2023-12-12T03:11:14.981285Z","8.91681385","127.0327835","4.910278101","mb","17","129","156.6482239","Philippine Islands Region","BMKG"
"173","bmg2023ygos","2023-12-12T03:06:42.552225Z","8.504151344","127.0877304","4.910752474","mb","13","128","230.916214","Philippine Islands Region","BMKG"
"174","bmg2023ygju","2023-12-12T00:37:29.314433Z","-10.55891037","116.9457779","5.236029764","mb","37","335","120.3586273","South of Sumbawa, Indonesia","BMKG"
"175","bmg2023ygip","2023-12-12T00:00:58.49825Z","-6.750693321","106.5511246","2.596367723","MLv","10","29","72.56529236","Java, Indonesia","BMKG"
"176","bmg2023ygia","2023-12-11T23:43:23.162731Z","8.179092407","127.3113556","5.145130631","mb","10","47","242.3124237","Philippine Islands Region","BMKG"
"177","bmg2023yggn","2023-12-11T22:57:58.784385Z","1.932279706","126.4754181","3.196841695","M","20","12","76.2428875","Northern Molucca Sea","BMKG"
"178","bmg2023ygfh","2023-12-11T22:20:28.93389Z","-9.227127075","124.9507904","4.106306248","MLv","10","48","121.9361267","Timor Region","BMKG"
"179","bmg2023ygef","2023-12-11T21:48:09.294031Z","7.933830261","126.9479446","4.886307987","mb","11","27","242.9151764","Mindanao, Philippines","BMKG"
"180","bmg2023ygav","2023-12-11T20:05:45.586245Z","-6.728545666","106.5452194","2.717873437","M","10","32","66.6072464","Java, Indonesia","BMKG"
"181","bmg2023ygaw","2023-12-11T20:05:17.297678Z","-9.091240883","124.1995239","2.937987014","MLv","10","33","72.99622726","Timor Region","BMKG"
"182","bmg2023ygaq","2023-12-11T19:59:31.097695Z","0.4863837957","98.60834503","2.50021566","MLv","10","24","99.62693787","Northern Sumatra, Indonesia","BMKG"
"183","bmg2023yfyk","2023-12-11T18:51:51.13072Z","2.608017921","126.7822037","4.064973845","MLv","25","37","109.834938","Northern Molucca Sea","BMKG"
"184","bmg2023yfxm","2023-12-11T18:23:44.856383Z","-9.177034378","112.3385315","3.40611013","M","27","36","232.4581299","South of Java, Indonesia","BMKG"
"185","bmg2023yfxj","2023-12-11T18:21:13.185235Z","-2.975373507","121.9491043","2.915738109","M","10","33","114.8072529","Sulawesi, Indonesia","BMKG"
"186","bmg2023yfvi","2023-12-11T17:19:20.506572Z","-6.476736546","129.6269226","4.232018301","MLv","10","42","49.08561707","Banda Sea","BMKG"
"187","bmg2023yfuy","2023-12-11T17:07:20.925373Z","-7.232991695","109.7790222","2.770507878","MLv","12","34","102.5762787","Java, Indonesia","BMKG"
"188","bmg2023yfum","2023-12-11T16:53:05.273953Z","-0.5085509419","123.4072037","2.885874293","MLv","10","22","110.3543091","Minahassa Peninsula, Sulawesi","BMKG"
"189","bmg2023yfsu","2023-12-11T16:02:17.462271Z","6.907537937","126.4458771","4.318150914","MLv","153","23","237.9606323","Mindanao, Philippines","BMKG"
"190","bmg2023yfon","2023-12-11T13:52:39.816426Z","8.785401344","127.0318527","4.816412469","M","10","29","203.3455963","Philippine Islands Region","BMKG"
"191","bmg2023yfnm","2023-12-11T13:20:44.562672Z","2.869645596","126.0100708","4.243934166","MLv","93","32","76.16324043","Northern Molucca Sea","BMKG"
"192","bmg2023yfnc","2023-12-11T13:09:18.776366Z","9.630687714","126.9908524","5.153543795","M","86","22","192.0234375","Mindanao, Philippines","BMKG"
"193","bmg2023yfkp","2023-12-11T11:53:54.594986Z","0.4878676832","125.8733215","4.112104565","MLv","10","46","32.82705688","Northern Molucca Sea","BMKG"
"194","bmg2023yfir","2023-12-11T10:55:38.263137Z","8.660814285","127.102066","4.809509146","M","47","38","204.0442505","Philippine Islands Region","BMKG"
"195","bmg2023yfhk","2023-12-11T10:16:40.619011Z","-0.5396106839","101.2988358","5.506432836","mb","249","309","17.39265442","Southern Sumatra, Indonesia","BMKG"
"196","bmg2023yfel","2023-12-11T08:47:33.43619Z","-9.504296303","118.1591415","4.020710757","MLv","21","55","175.8734818","Sumbawa Region, Indonesia","BMKG"
"197","bmg2023yfcb","2023-12-11T07:34:45.507398Z","-3.523013353","119.5077515","2.800659834","MLv","10","20","100.3527527","Sulawesi, Indonesia","BMKG"
"198","bmg2023yfbz","2023-12-11T07:32:29.545825Z","-8.080982208","117.798317","3.491217239","MLv","26","35","100.9172554","Sumbawa Region, Indonesia","BMKG"
"199","bmg2023yfaw","2023-12-11T06:58:09.244382Z","-6.387787342","106.0827332","3.57107834","MLv","170","52","82.87945747","Java, Indonesia","BMKG"
"200","bmg2023yfaf","2023-12-11T06:39:15.599483Z","-8.519108772","116.8679276","3.067491219","M","14","26","124.369606","Sumbawa Region, Indonesia","BMKG"
"201","bmg2023yewn","2023-12-11T04:46:21.288377Z","-3.53102994","119.5174408","2.88042465","MLv","10","22","100.8392639","Sulawesi, Indonesia","BMKG"
"202","bmg2023yewc","2023-12-11T04:33:32.892252Z","2.596972704","128.180069","4.963509383","Mw(mB)","100","192","136.2221909","Halmahera, Indonesia","BMKG"
"203","bmg2023yeur","2023-12-11T03:50:21.981375Z","-8.071837425","127.7496872","5.299825104","mb","66","202","30.24040985","Timor Region","BMKG"
"204","bmg2023yeuo","2023-12-11T03:48:01.539787Z","9.70728302","126.8600464","4.729008192","mb","49","37","202.3299866","Mindanao, Philippines","BMKG"
"205","bmg2023yest","2023-12-11T02:51:52.523635Z","-0.1796819419","122.9749985","3.283693593","MLv","95","32","86.87418365","Minahassa Peninsula, Sulawesi","BMKG"
"206","bmg2023yeqw","2023-12-11T01:55:33.126082Z","7.451595783","126.9715958","4.713523719","mb","74","24","257.2542419","Mindanao, Philippines","BMKG"
"207","bmg2023yeml","2023-12-10T23:41:30.147915Z","5.207106113","96.19812012","2.760714427","MLv","13","16","102.4685707","Northern Sumatra, Indonesia","BMKG"
"208","bmg2023yekv","2023-12-10T22:53:02.707841Z","8.700259209","127.36586","5.204794094","mb","51","147","100.5621586","Philippine Islands Region","BMKG"
"209","bmg2023yehj","2023-12-10T21:07:23.005319Z","0.9558109045","118.7380905","3.464191103","MLv","11","24","91.30828094","Borneo","BMKG"
"210","bmg2023yefx","2023-12-10T20:23:24.128521Z","-1.45235467","133.881897","2.735318143","MLv","29","10","87.92357254","West Papua Region, Indonesia","BMKG"
"211","bmg2023yecy","2023-12-10T18:53:16.5814Z","-8.847815514","119.0576172","4.537151141","MLv","91","79","81.22259521","Flores Region, Indonesia","BMKG"
"212","bmg2023yeas","2023-12-10T17:46:10.130863Z","7.960196972","127.1028748","4.955923246","mb","56","87","195.6103516","Philippine Islands Region","BMKG"
"213","bmg2023ydwp","2023-12-10T15:40:59.585871Z","1.81894958","126.448555","3.574248668","MLv","27","32","72.51621819","Northern Molucca Sea","BMKG"
"214","bmg2023ydmn","2023-12-10T10:35:57.267536Z","9.806901932","125.7030258","4.84253807","mb","110","72","206.8203888","Mindanao, Philippines","BMKG"
"215","bmg2023ydlg","2023-12-10T09:57:22.809738Z","0.347777456","121.9684753","4.313876998","MLv","181","87","44.19099045","Minahassa Peninsula, Sulawesi","BMKG"
"216","bmg2023ydie","2023-12-10T08:22:43.221188Z","-7.143823624","121.0521393","3.393567184","MLv","495","47","68.82210541","Flores Sea","BMKG"
"217","bmg2023ydgi","2023-12-10T07:27:20.123711Z","0.8005289435","126.0481339","3.341102457","MLv","15","37","49.88754272","Northern Molucca Sea","BMKG"
"218","bmg2023ycvx","2023-12-10T02:11:54.975598Z","-7.707095623","106.1574478","3.319141507","MLv","20","34","226.0802612","Java, Indonesia","BMKG"
"219","bmg2023ycsf","2023-12-10T00:20:28.809044Z","1.417273045","98.34027863","3.781174684","MLv","14","62","31.78369141","Northern Sumatra, Indonesia","BMKG"
"220","bmg2023ycrn","2023-12-09T23:59:05.391275Z","7.930480003","126.7345734","5.131522322","mb","10","46","242.2825775","Mindanao, Philippines","BMKG"
"221","bmg2023ycqm","2023-12-09T23:27:31.715641Z","0.9263109565","120.8546677","4.628754728","Mw(mB)","572","130","36.10502779","Minahassa Peninsula, Sulawesi","BMKG"
"222","bmg2023ycqa","2023-12-09T23:13:26.105054Z","5.923647404","127.4588623","4.731853844","mb","10","45","196.5016327","Philippine Islands Region","BMKG"
"223","bmg2023ycoq","2023-12-09T22:31:26.765053Z","8.485556602","127.7221832","4.743885388","mb","34","43","241.64328","Philippine Islands Region","BMKG"
"224","bmg2023ycnk","2023-12-09T21:53:59.745182Z","0.136479944","124.8460083","3.501007052","MLv","12","30","130.7335663","Minahassa Peninsula, Sulawesi","BMKG"
"225","bmg2023ycjd","2023-12-09T19:44:46.854931Z","1.897620082","126.470871","4.4712719","Mw(mB)","10","86","75.16128445","Northern Molucca Sea","BMKG"
"226","bmg2023ycin","2023-12-09T19:25:54.998863Z","-8.23699379","117.6784286","4.150277244","MLv","21","78","74.87321186","Sumbawa Region, Indonesia","BMKG"
"227","bmg2023ycgc","2023-12-09T18:13:14.751597Z","-8.356901169","118.7901154","2.744925249","MLv","129","53","94.55698967","Sumbawa Region, Indonesia","BMKG"
"228","bmg2023ycer","2023-12-09T17:29:26.941051Z","-8.333839417","116.0189667","2.692736667","MLv","12","25","101.5093384","Sumbawa Region, Indonesia","BMKG"
"229","bmg2023yceo","2023-12-09T17:25:54.361537Z","-8.292559624","116.025116","2.747647145","M","10","53","107.8693085","Sumbawa Region, Indonesia","BMKG"
"230","bmg2023ycef","2023-12-09T17:15:40.794479Z","-8.76649189","118.8567581","2.781981506","MLv","10","32","92.16404724","Sumbawa Region, Indonesia","BMKG"
"231","bmg2023ycao","2023-12-09T15:24:26.462214Z","-9.080554008","123.9271851","2.888971826","MLv","44","54","75.1509819","Timor Region","BMKG"
"232","bmg2023ycaf","2023-12-09T15:14:29.110996Z","-2.621911764","129.6321259","3.42002708","MLv","14","33","52.49526978","Seram, Indonesia","BMKG"
"233","bmg2023ybzz","2023-12-09T15:07:03.631101Z","6.119793892","126.2504425","4.810667133","Mw(mB)","10","71","168.9940643","Mindanao, Philippines","BMKG"
"234","bmg2023ybyn","2023-12-09T14:22:47.895659Z","-8.888257027","124.1798782","3.78137911","MLv","77","69","36.94962311","Timor Region","BMKG"
"235","bmg2023ybwm","2023-12-09T13:20:43.100337Z","8.827918053","126.8154068","4.488181929","mb","97","21","148.7427826","Mindanao, Philippines","BMKG"
"236","bmg2023ybus","2023-12-09T12:27:26.466504Z","-8.857254028","124.1099167","3.669670013","MLv","81","39","93.40212631","Timor Region","BMKG"
"237","bmg2023ybrl","2023-12-09T10:48:01.209166Z","-8.530176163","118.3848343","3.127405004","MLv","112","45","113.2364006","Sumbawa Region, Indonesia","BMKG"
"238","bmg2023ybpc","2023-12-09T09:37:33.123589Z","7.563899994","126.7245407","4.778529476","mb","10","21","250.348175","Mindanao, Philippines","BMKG"
"239","bmg2023ybot","2023-12-09T09:27:19.396176Z","-3.062961102","119.6947632","2.243294522","M","5","8","146.5665207","Sulawesi, Indonesia","BMKG"
"240","bmg2023ybnf","2023-12-09T08:40:33.988219Z","-4.412581921","128.4657135","3.51572324","M","10","12","239.7658005","Banda Sea","BMKG"
"241","bmg2023ybnb","2023-12-09T08:35:54.908401Z","-7.460738182","105.8793488","3.018612068","MLv","21","18","233.922966","Java, Indonesia","BMKG"
"242","bmg2023ybmh","2023-12-09T08:12:11.935019Z","9.166521072","126.8384399","4.567888918","mb","10","22","256.4633942","Mindanao, Philippines","BMKG"
"243","bmg2023ybfc","2023-12-09T04:33:51.362773Z","-9.732047081","119.3758621","3.020754022","MLv","29","31","176.159256","Sumba Region, Indonesia","BMKG"
"244","bmg2023ybem","2023-12-09T04:15:59.530042Z","0.1505874842","123.889801","3.984466973","MLv","194","49","71.27858543","Minahassa Peninsula, Sulawesi","BMKG"
"245","bmg2023ybbh","2023-12-09T02:39:00.081495Z","7.916505814","127.1188049","4.602229693","mb","62","26","225.6729736","Philippine Islands Region","BMKG"
"246","bmg2023yawr","2023-12-09T00:19:23.630466Z","2.054983377","128.9223328","3.684493246","M","18","18","184.6059113","Halmahera, Indonesia","BMKG"
"247","bmg2023yatu","2023-12-08T22:52:00.552649Z","-6.737974167","106.546608","3.058796945","MLv","10","48","67.48733521","Java, Indonesia","BMKG"
"248","bmg2023yasr","2023-12-08T22:17:53.900638Z","1.468659878","127.1414948","3.344090371","M","101","10","158.9968567","Halmahera, Indonesia","BMKG"
"249","bmg2023yasf","2023-12-08T22:04:11.846414Z","7.499691486","126.2902298","4.166504072","MLv","10","9","280.4702911","Mindanao, Philippines","BMKG"
"250","bmg2023yarx","2023-12-08T21:54:29.983783Z","9.243533134","126.853096","4.4565456","mb","82","18","245.2250824","Mindanao, Philippines","BMKG"
"251","bmg2023yarj","2023-12-08T21:37:34.578896Z","-5.776939869","104.4433823","3.034648042","M","10","14","229.8141937","Southern Sumatra, Indonesia","BMKG"
"252","bmg2023yaot","2023-12-08T20:18:16.751263Z","7.904132843","127.5806656","4.711253497","MLv","15","17","273.4508209","Philippine Islands Region","BMKG"
"253","bmg2023yant","2023-12-08T19:48:22.837348Z","0.4171468019","125.4456711","4.01927541","MLv","25","52","38.04925537","Northern Molucca Sea","BMKG"
"254","bmg2023yans","2023-12-08T19:47:01.265532Z","-3.576227903","119.4689636","2.044220548","M","10","10","135.5112457","Sulawesi, Indonesia","BMKG"
"255","bmg2023yamz","2023-12-08T19:25:12.182442Z","1.137897491","126.3631897","2.847595613","M","17","20","134.3885117","Northern Molucca Sea","BMKG"
"256","bmg2023yakv","2023-12-08T18:19:51.286569Z","-7.330773354","106.0545044","3.327091036","MLv","20","57","213.8478546","Java, Indonesia","BMKG"
"257","bmg2023yajw","2023-12-08T17:51:15.065662Z","9.418118477","127.2649918","4.580623036","mb","11","30","237.5993652","Philippine Islands Region","BMKG"
"258","bmg2023yaid","2023-12-08T16:57:56.983642Z","-6.118508816","103.777153","3.792624565","M","22","41","211.5333405","Southwest of Sumatra, Indonesia","BMKG"
"259","bmg2023yahp","2023-12-08T16:41:37.313618Z","1.841331005","124.7293167","3.871096686","MLv","200","43","124.2742157","Minahassa Peninsula, Sulawesi","BMKG"
"260","bmg2023yahm","2023-12-08T16:38:10.219996Z","-8.124380112","118.2145157","3.037158103","MLv","23","40","117.5176525","Sumbawa Region, Indonesia","BMKG"
"261","bmg2023yago","2023-12-08T16:09:50.571344Z","8.323554039","126.9824829","4.73569093","mb","10","31","252.9905243","Mindanao, Philippines","BMKG"
"262","bmg2023yaev","2023-12-08T15:18:11.207448Z","1.429385304","124.5145645","3.509822831","MLv","231","32","135.9153252","Minahassa Peninsula, Sulawesi","BMKG"
"263","bmg2023yadf","2023-12-08T14:28:26.285061Z","-0.3582358956","123.088356","3.094549209","MLv","67","24","67.85806656","Minahassa Peninsula, Sulawesi","BMKG"
"264","bmg2023yacw","2023-12-08T14:18:36.041809Z","-6.821033955","107.1314392","2.173170722","M","10","17","162.0259857","Java, Indonesia","BMKG"
"265","bmg2023yact","2023-12-08T14:15:12.503341Z","-9.745834351","119.6854248","2.548654648","MLv","27","30","164.2674255","Sumba Region, Indonesia","BMKG"
"266","bmg2023yabx","2023-12-08T13:49:24.560711Z","1.615721941","122.4164581","3.078232884","M","14","17","230.4998856","Minahassa Peninsula, Sulawesi","BMKG"
"267","bmg2023yabu","2023-12-08T13:46:25.950266Z","-10.62035465","120.3079758","2.922347561","MLv","42","18","214.9568253","Sumba Region, Indonesia","BMKG"
"268","bmg2023xzxk","2023-12-08T11:32:19.100858Z","8.729043007","127.1040878","4.922996868","Mw(mB)","71","102","113.3253441","Philippine Islands Region","BMKG"
"269","bmg2023xzwq","2023-12-08T11:10:05.576973Z","-7.861380577","119.0614624","2.597990614","MLv","24","28","164.4902229","Flores Sea","BMKG"
"270","bmg2023xzvk","2023-12-08T10:32:42.77977Z","8.77978611","127.0574646","5.08838052","Mw(mB)","64","182","100.2968349","Philippine Islands Region","BMKG"
"271","bmg2023xzuj","2023-12-08T10:01:23.586033Z","8.30038929","127.2455215","4.613424403","mb","10","35","255.2849884","Philippine Islands Region","BMKG"
"272","bmg2023xztt","2023-12-08T09:41:39.004288Z","-6.755711079","106.55233","2.107831369","MLv","16","16","88.81515503","Java, Indonesia","BMKG"
"273","bmg2023xzsm","2023-12-08T09:03:44.735181Z","-2.37297678","100.2539902","4.49546895","MLv","27","89","82.88250732","Southern Sumatra, Indonesia","BMKG"
"274","bmg2023xzsi","2023-12-08T08:59:26.136205Z","8.734910011","127.3637695","4.725766959","mb","10","47","123.3982048","Philippine Islands Region","BMKG"
"275","bmg2023xzpl","2023-12-08T07:31:46.47828Z","6.2038064","126.5752335","3.640524738","MLv","29","14","205.789093","Mindanao, Philippines","BMKG"
"276","bmg2023xzpb","2023-12-08T07:19:41.700634Z","-0.4259037077","119.8408356","2.110325665","MLv","10","13","128.1552863","Minahassa Peninsula, Sulawesi","BMKG"
"277","bmg2023xzoj","2023-12-08T06:58:45.761118Z","2.422882318","128.6603699","3.321700519","M","53","15","229.6325684","Halmahera, Indonesia","BMKG"
"278","bmg2023xzoe","2023-12-08T06:52:46.852671Z","8.739230156","127.2861023","4.902793295","Mw(mB)","29","147","101.2263374","Philippine Islands Region","BMKG"
"279","bmg2023xznv","2023-12-08T06:42:58.211001Z","-9.675992012","114.6343689","3.695280915","MLv","10","45","224.97229","South of Bali, Indonesia","BMKG"
"280","bmg2023xzme","2023-12-08T05:52:44.143848Z","-6.466180801","104.9258957","3.194749662","MLv","11","25","219.9608841","Sunda Strait, Indonesia","BMKG"
"281","bmg2023xzmc","2023-12-08T05:50:19.306129Z","-8.572552681","118.337265","2.269412989","MLv","111","20","104.5883217","Sumbawa Region, Indonesia","BMKG"
"282","bmg2023xzlf","2023-12-08T05:23:20.612953Z","2.136274815","128.4260254","3.41300132","MLv","83","16","173.6520386","Halmahera, Indonesia","BMKG"
"283","bmg2023xzkl","2023-12-08T05:00:34.061937Z","-0.482920289","122.1739807","2.706424948","M","10","19","65.16209412","Minahassa Peninsula, Sulawesi","BMKG"
"284","bmg2023xzkb","2023-12-08T04:48:25.641112Z","0.5963357687","122.3969269","3.2245559","MLv","78","42","67.79220581","Minahassa Peninsula, Sulawesi","BMKG"
"285","bmg2023xzjv","2023-12-08T04:41:52.877156Z","1.239092946","126.2631378","2.899202887","M","17","18","130.0267029","Northern Molucca Sea","BMKG"
"286","bmg2023xzjn","2023-12-08T04:32:06.54573Z","-6.719089508","106.5568008","2.552744039","M","6","29","69.6966629","Java, Indonesia","BMKG"
"287","bmg2023xzhi","2023-12-08T03:25:57.728888Z","9.397521019","126.8296738","4.854832207","Mw(mB)","46","67","167.0660248","Mindanao, Philippines","BMKG"
"288","bmg2023xzgo","2023-12-08T03:02:25.48856Z","1.042643785","124.5481033","3.691205351","MLv","218","43","103.1400852","Minahassa Peninsula, Sulawesi","BMKG"
"289","bmg2023xzdr","2023-12-08T01:34:38.556588Z","-2.52857852","120.9487305","3.015266533","M","5","30","65.84748077","Sulawesi, Indonesia","BMKG"
"290","bmg2023xyvm","2023-12-07T21:26:59.671539Z","0.02568754368","119.7018814","2.355610956","MLv","10","20","204.9990959","Minahassa Peninsula, Sulawesi","BMKG"
"291","bmg2023xytw","2023-12-07T20:37:40.107887Z","-2.843072176","129.2394257","3.310900564","MLv","13","35","61.09934235","Seram, Indonesia","BMKG"
"292","bmg2023xytb","2023-12-07T20:12:29.38888Z","-7.910538673","114.3278961","2.537557043","M","13","19","140.3764572","Bali Sea","BMKG"
"293","bmg2023xyry","2023-12-07T19:38:39.768375Z","-8.375153542","119.7876816","3.014567728","MLv","156","56","114.3657303","Flores Region, Indonesia","BMKG"
"294","bmg2023xyro","2023-12-07T19:27:32.158379Z","8.228894234","126.9096603","4.611649008","M","96","49","256.4194031","Mindanao, Philippines","BMKG"
"295","bmg2023xyrf","2023-12-07T19:16:52.212793Z","-2.696411848","129.4457703","2.921616778","MLv","10","28","124.0988998","Seram, Indonesia","BMKG"
"296","bmg2023xyqy","2023-12-07T19:08:40.948561Z","-7.913373947","114.3677979","3.140471301","MLv","10","48","68.4365387","Bali Sea","BMKG"
"297","bmg2023xyqr","2023-12-07T19:00:46.52046Z","-6.774037838","106.5819626","4.030971932","MLv","10","81","70.16456604","Java, Indonesia","BMKG"
"298","bmg2023xyqa","2023-12-07T18:40:30.732948Z","-6.422398567","131.5335693","4.293039463","MLv","89","58","98.63355255","Tanimbar Islands Region, Indonesia","BMKG"
"299","bmg2023xyld","2023-12-07T16:12:41.625475Z","-9.08776474","112.4264297","4.210324026","MLv","10","113","191.8612595","South of Java, Indonesia","BMKG"
"300","bmg2023xykp","2023-12-07T15:56:11.961461Z","-6.662614346","106.5794144","2.071995975","MLv","10","13","93.23086548","Java, Indonesia","BMKG"
"301","bmg2023xyjz","2023-12-07T15:38:08.966153Z","4.127504349","127.7469482","4.099816961","MLv","116","45","170.5015259","Talaud Islands, Indonesia","BMKG"
"302","bmg2023xyiz","2023-12-07T15:08:39.653212Z","8.479710579","127.0216064","4.901899472","mb","53","108","219.7935791","Philippine Islands Region","BMKG"
"303","bmg2023xyif","2023-12-07T14:44:20.342127Z","9.190312386","126.7967758","4.908687027","mb","32","37","258.3352814","Mindanao, Philippines","BMKG"
"304","bmg2023xyhm","2023-12-07T14:22:28.092029Z","-2.932159662","122.2611008","3.058867035","M","10","28","94.32211304","Sulawesi, Indonesia","BMKG"
"305","bmg2023xygt","2023-12-07T14:00:01.879412Z","-8.773651123","115.3136978","3.161633673","MLv","10","52","159.1362457","Bali Region, Indonesia","BMKG"
"306","bmg2023xygb","2023-12-07T13:38:59.062094Z","-7.725693703","119.4436646","3.667087829","MLv","255","44","114.1694593","Flores Sea","BMKG"
"307","bmg2023xyfc","2023-12-07T13:09:45.894897Z","5.761061192","125.5501785","5.353604849","mb","29","54","100.0915008","Mindanao, Philippines","BMKG"
"308","bmg2023xydr","2023-12-07T12:26:10.257188Z","-6.780162334","106.5974579","2.353489821","MLv","12","10","94.49637604","Java, Indonesia","BMKG"
"309","bmg2023xybt","2023-12-07T11:28:02.119299Z","8.12778759","127.3823013","4.649561955","mb","47","33","262.8463287","Philippine Islands Region","BMKG"
"310","bmg2023xybb","2023-12-07T11:07:16.620708Z","2.357463598","127.9712601","3.596959135","MLv","10","20","155.8490524","Northern Molucca Sea","BMKG"
"311","bmg2023xyap","2023-12-07T10:53:39.737799Z","-6.839159489","107.0733795","2.768256456","M","11","29","92.61172104","Java, Indonesia","BMKG"
"312","bmg2023xyam","2023-12-07T10:50:13.774086Z","-6.021197796","130.4934692","4.621238553","M","167","37","64.49960327","Banda Sea","BMKG"
"313","bmg2023xxtw","2023-12-07T07:28:52.576257Z","8.482801437","127.2357254","4.697664567","M","154","20","300.9536133","Philippine Islands Region","BMKG"
"314","bmg2023xxst","2023-12-07T06:56:03.148602Z","5.142053604","127.1975937","4.528425179","MLv","121","39","189.9360504","Philippine Islands Region","BMKG"
"315","bmg2023xxsf","2023-12-07T06:38:50.804533Z","8.882699966","127.1425171","5.289797166","mb","49","190","100.5555744","Philippine Islands Region","BMKG"
"316","bmg2023xxsd","2023-12-07T06:37:32.926854Z","-2.592775822","129.4836578","3.27765112","MLv","11","24","120.6300974","Seram, Indonesia","BMKG"
"317","bmg2023xxrx","2023-12-07T06:29:22.552328Z","-3.05062747","129.344101","3.14873421","MLv","50","23","147.2000656","Seram, Indonesia","BMKG"
"318","bmg2023xxom","2023-12-07T04:45:48.806293Z","8.701666832","126.923233","5.105133935","mb","61","179","108.1308308","Mindanao, Philippines","BMKG"
"319","bmg2023xxku","2023-12-07T02:53:52.182757Z","8.072272301","127.0788574","4.709680677","mb","45","30","259.1454926","Philippine Islands Region","BMKG"
"320","bmg2023xxkg","2023-12-07T02:38:22.260635Z","-1.192307234","126.8523865","3.47929738","MLv","10","7","149.3708582","Southern Molucca Sea","BMKG"
"321","bmg2023xxkf","2023-12-07T02:36:27.272453Z","2.052620649","127.9844666","3.115248134","MLv","110","14","177.696125","Northern Molucca Sea","BMKG"
"322","bmg2023xxji","2023-12-07T02:09:26.038843Z","-1.068419218","126.8242493","5.278425153","mb","40","152","39.04368591","Southern Molucca Sea","BMKG"
"323","bmg2023xxjc","2023-12-07T02:02:49.890023Z","-10.02639866","119.1321182","3.730805646","MLv","10","42","193.1297455","Sumba Region, Indonesia","BMKG"
"324","bmg2023xxit","2023-12-07T01:52:27.311722Z","-6.761817455","106.5561066","2.607779174","MLv","10","31","72.38035583","Java, Indonesia","BMKG"
"325","bmg2023xxgp","2023-12-07T00:46:37.036364Z","9.062160492","127.1371689","5.160891128","Mw(mB)","69","180","108.9402599","Philippine Islands Region","BMKG"
"326","bmg2023xxft","2023-12-07T00:20:54.21291Z","1.240754128","128.2267761","3.617026335","MLv","10","18","131.8845568","Halmahera, Indonesia","BMKG"
"327","bmg2023xxee","2023-12-06T23:33:53.512554Z","7.934455395","126.7791595","4.852289186","mb","10","52","234.0258331","Mindanao, Philippines","BMKG"
"328","bmg2023xxdt","2023-12-06T23:20:23.793425Z","-8.5854702","118.4077911","3.676079694","MLv","113","74","80.39982605","Sumbawa Region, Indonesia","BMKG"
"329","bmg2023xxdm","2023-12-06T23:12:22.725264Z","1.022776008","118.8605118","3.237798544","MLv","13","28","104.7970123","Borneo","BMKG"
"330","bmg2023xxck","2023-12-06T22:40:29.628177Z","7.789018631","127.2543945","4.64981693","mb","39","51","238.8612213","Philippine Islands Region","BMKG"
"331","bmg2023xxan","2023-12-06T21:43:24.233693Z","-4.276787281","121.742981","2.825877382","MLv","10","51","47.29051208","Sulawesi, Indonesia","BMKG"
"332","bmg2023xwzr","2023-12-06T21:17:41.162429Z","2.752751589","128.3320465","3.62990341","M","15","34","168.5518646","Halmahera, Indonesia","BMKG"
"333","bmg2023xwvy","2023-12-06T19:24:23.266944Z","8.885977745","127.1301575","4.679779139","mb","48","115","133.6447092","Philippine Islands Region","BMKG"
"334","bmg2023xwvq","2023-12-06T19:14:46.012249Z","8.656210899","127.0540695","4.975220138","mb","45","91","132.8172257","Philippine Islands Region","BMKG"
"335","bmg2023xwvn","2023-12-06T19:11:42.099601Z","8.938203812","127.1578293","4.719074847","mb","45","71","237.0995483","Philippine Islands Region","BMKG"
"336","bmg2023xwth","2023-12-06T18:03:48.274384Z","-6.758759499","106.5331116","3.318828642","MLv","10","77","72.52897644","Java, Indonesia","BMKG"
"337","bmg2023xwsb","2023-12-06T17:25:52.617418Z","8.376731873","126.7622452","4.782537065","mb","43","97","231.9745789","Mindanao, Philippines","BMKG"
"338","bmg2023xwpw","2023-12-06T16:20:13.297228Z","0.7924535871","121.2697525","3.071523807","MLv","56","38","136.931221","Minahassa Peninsula, Sulawesi","BMKG"
"339","bmg2023xwob","2023-12-06T15:24:43.78623Z","8.426577568","127.2742691","5.06660798","mb","48","194","129.4436531","Philippine Islands Region","BMKG"
"340","bmg2023xwoa","2023-12-06T15:24:27.274321Z","-11.10612202","118.945015","3.24292015","MLv","38","31","258.8543892","South of Sumbawa, Indonesia","BMKG"
